srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,stime,ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.0,28083,149.171.126.5,80,tcp,FIN,1.006148,1684,10168,31,29,3,5,http,12435.54688,76362.52344,14,18,255,255,1408624597,1409599060,120,565,1,3924,8765.654515,7677.162633,1421927460,1421927461,77.369538,59.152235,0.000693,0.000557,0.000136,0,0,1,0,0,3,2,2,10,2,1,2,,0
59.166.0.2,10449,149.171.126.7,6881,tcp,FIN,0.663975,1540,1644,31,29,4,4,-,17398.24609,18711.54883,16,18,255,255,1708630958,1759914419,96,91,0,0,2773.032804,74.829359,1421927460,1421927461,44.237933,39.026176,0.000647,0.000523,0.000124,0,0,0,0,0,5,7,6,5,5,1,5,,0
59.166.0.7,10538,149.171.126.8,6881,tcp,FIN,0.784437,2198,34406,31,29,5,15,-,21620.60156,342533.5625,28,42,255,255,3798213629,3813787089,79,819,0,0,1924.7085,1601.196551,1421927460,1421927461,29.041259,19.120877,0.000617,0.000478,0.000139,0,0,0,0,0,10,13,11,10,6,1,6,,0
59.166.0.1,24972,149.171.126.3,54547,tcp,FIN,1.884419,8928,320,31,29,4,1,ftp-data,35198.11719,1133.505859,14,6,255,255,3208141930,966413665,638,53,0,0,13208.94342,559.232313,1421927459,1421927461,144.955304,376.757594,0.000632,0.000498,0.000134,0,0,0,0,0,1,1,3,1,1,1,1,,0
59.166.0.6,58437,149.171.126.4,143,tcp,FIN,3.636983,7810,14540,31,29,30,32,-,17038.29883,31729.5957,122,126,255,255,88625584,107637614,64,115,0,0,2008.250017,1986.40867,1421927458,1421927461,30.054512,29.323638,0.00101,0.000849,0.000161,0,0,0,0,0,2,3,4,3,1,1,1,,0
59.166.0.8,1811,149.171.126.1,22,tcp,FIN,4.895924,5928,8010,31,29,14,17,ssh,9531.193359,12862.94434,62,58,255,255,1636104968,1636325823,96,138,0,0,5799.140287,0,1421927457,1421927461,80.261052,85.88286,0.000594,0.000468,0.000126,0,0,0,0,0,2,1,7,1,1,1,1,,0
59.166.0.9,37093,149.171.126.7,22,tcp,FIN,27.573584,9608,12298,31,29,26,31,ssh,2762.354004,3537.008545,110,114,255,255,2626397392,481367950,87,108,0,0,33735.49899,32860.86965,1421927433,1421927461,252.965568,244.008148,0.000793,0.000648,0.000145,0,0,0,0,0,2,1,6,2,1,1,1,,0
59.166.0.0,4134,149.171.126.8,6881,tcp,FIN,0.49483,1540,1644,31,29,4,4,-,23345.39063,25107.61133,16,18,255,255,1588628197,1635104113,96,91,0,0,2009.457051,50.748387,1421927460,1421927461,32.967268,29.078295,0.000633,0.000493,0.00014,0,0,0,0,0,8,13,11,10,5,1,5,,0
59.166.0.6,55468,149.171.126.9,6577,tcp,FIN,1.758126,424,8824,31,29,1,4,ftp-data,1688.161133,36807.37109,8,12,255,255,1216110471,1389363447,53,735,0,0,17893.11715,14262.69459,1421927460,1421927461,251.112571,159.785733,0.000636,0.000482,0.000154,0,0,0,0,0,1,1,3,3,1,1,1,,0
59.166.0.7,12407,149.171.126.8,6881,tcp,FIN,0.615894,1540,1644,31,29,4,4,-,18756.47461,20172.30078,16,18,255,255,1648634707,3833279970,96,91,0,0,2496.258525,69.169313,1421927460,1421927461,41.0374,36.198824,0.000924,0.000512,0.000412,0,0,0,0,0,10,13,11,10,6,1,6,,0
59.166.0.7,9581,149.171.126.8,6881,tcp,FIN,0.515905,1540,1644,31,29,4,4,-,22391.71875,24081.95117,16,18,255,255,1648631789,3860926791,96,91,0,0,2122.74478,54.022551,1421927460,1421927461,34.371934,30.313,0.000751,0.000582,0.000169,0,0,0,0,0,10,13,11,10,6,1,6,,0
59.166.0.4,60730,149.171.126.2,25,tcp,FIN,3.757824,37358,3276,31,29,18,8,smtp,78002.59375,6801.808594,52,40,255,255,3425688228,2162403833,718,82,0,0,8204.970928,280.780094,1421927457,1421927461,73.676551,96.342234,0.000598,0.000474,0.000124,0,0,0,0,0,2,1,2,5,2,1,1,,0
59.166.0.0,24160,149.171.126.4,80,tcp,FIN,0.025037,1052,824,31,29,2,2,http,294284.4688,237089.1094,8,10,255,255,2366527584,223362915,132,82,1,83,213.396622,4.949728,1421927461,1421927461,3.525571,2.722778,0.000654,0.000529,0.000125,0,0,1,0,0,3,2,4,10,2,1,2,,0
59.166.0.3,7383,149.171.126.2,23183,tcp,FIN,0.46225,8928,320,31,29,4,1,ftp-data,143489.4531,4620.875977,14,6,255,255,448632768,1992475548,638,53,0,0,2928.115339,118.216188,1421927461,1421927461,35.557692,92.327,0.000608,0.000481,0.000127,0,0,0,0,0,2,2,2,1,1,1,1,,0
59.166.0.5,40210,149.171.126.6,6881,tcp,FIN,0.778018,1540,1644,31,29,4,4,-,14847.98535,15968.78223,16,18,255,255,1828629490,4059473049,96,91,0,0,3366.918492,95.914,1421927461,1421927461,51.8442,45.735707,0.000639,0.000506,0.000133,0,0,0,0,0,5,3,3,4,3,1,3,,0
59.166.0.3,12034,149.171.126.3,25,tcp,FIN,9.113855,37358,3380,31,29,18,8,smtp,32162.01953,2896.688477,52,42,255,255,1851074781,3237801617,718,80,0,0,19535.93681,651.698938,1421927452,1421927461,178.695925,222.277437,0.000612,0.000475,0.000137,0,0,0,0,0,2,2,5,1,1,1,1,,0
59.166.0.2,19594,149.171.126.2,22,tcp,FIN,8.87434,5928,8114,31,29,14,17,ssh,5258.306641,7192.873047,62,60,255,255,1083588655,1083901012,96,135,0,0,9961.570026,10134.37968,1421927452,1421927461,145.48098,150.400932,0.000664,0.000532,0.000132,0,0,0,0,0,1,1,1,6,1,1,1,,0
59.166.0.2,34417,149.171.126.5,53,udp,CON,0.000956,132,164,31,29,0,0,dns,552301.25,686192.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927461,1421927461,0.001,0.003,0,0,0,0,0,0,0,0,3,1,3,6,1,1,2,,0
59.166.0.2,37886,149.171.126.3,80,tcp,FIN,0.029174,1052,824,31,29,2,2,http,252553.6406,203468.8438,8,10,255,255,4274010662,2136194988,132,82,1,83,257.598459,5.976657,1421927461,1421927461,4.115428,3.177556,0.000728,0.000572,0.000156,0,0,1,0,0,1,1,5,6,1,1,1,,0
59.166.0.6,26553,149.171.126.3,24209,tcp,FIN,0.028837,2662,23162,31,29,7,14,-,721018.1875,6272775,42,42,255,255,2430722210,301879735,63,551,0,0,46.432049,1.318723,1421927461,1421927461,0.695244,0.690634,0.000664,0.000518,0.000146,0,0,0,0,0,3,1,5,1,1,1,1,,0
59.166.0.9,14017,149.171.126.3,53,udp,CON,0.000988,132,164,31,29,0,0,dns,534413,663967.625,2,2,0,0,0,0,66,82,0,0,0,0,1421927461,1421927461,0.006,0.005,0,0,0,0,0,0,0,0,2,3,5,1,1,1,1,,0
59.166.0.0,48954,149.171.126.8,6881,tcp,FIN,0.48994,1540,1644,31,29,4,4,-,23578.39844,25358.20703,16,18,255,255,3734015492,3791898549,96,91,0,0,1931.751854,54.511313,1421927460,1421927461,32.639199,28.789059,0.000656,0.000515,0.000141,0,0,0,0,0,11,6,1,1,1,1,1,,0
59.166.0.2,45759,149.171.126.7,6881,tcp,FIN,0.882756,2198,34406,31,29,5,15,-,19212.55664,304383.0938,28,42,255,255,1708628380,3888225809,79,819,0,0,2230.252492,1716.223847,1421927460,1421927461,32.680704,21.518171,0.000638,0.000507,0.000131,0,0,0,0,0,9,3,2,6,2,1,2,,0
59.166.0.2,36832,149.171.126.5,6881,tcp,FIN,0.443853,1540,1644,31,29,4,4,-,26026.63477,27991.25,16,18,255,255,2128625212,59405229,96,91,0,0,1978.349005,44.627945,1421927461,1421927461,29.568066,26.079766,0.000948,0.000491,0.000457,0,0,0,0,0,9,16,3,6,2,1,2,,0
59.166.0.4,20604,149.171.126.1,53,udp,CON,0.000958,132,164,31,29,0,0,dns,551148.1875,684759.875,2,2,0,0,0,0,66,82,0,0,0,0,1421927461,1421927461,0.01,0.005,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,,0
59.166.0.5,13439,149.171.126.6,6881,tcp,FIN,0.74598,1540,1644,31,29,4,4,-,15485.66895,16654.60156,16,18,255,255,1828630283,4081720810,96,91,0,0,3188.679589,90.197414,1421927461,1421927461,49.709933,43.848531,0.000669,0.000553,0.000116,0,0,0,0,0,14,4,2,3,2,1,2,,0
59.166.0.5,16750,149.171.126.3,53,udp,CON,0.000946,132,164,31,29,0,0,dns,558139.5625,693446.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927461,1421927461,0.01,0.006,0,0,0,0,0,0,0,0,2,3,5,3,1,1,1,,0
59.166.0.5,41499,149.171.126.6,6881,tcp,FIN,0.785621,1540,1644,31,29,4,4,-,14704.29102,15814.24121,16,18,255,255,1828628725,1894284805,96,91,0,0,3330.123446,101.248023,1421927461,1421927461,52.351934,46.183941,0.000927,0.000488,0.000439,0,0,0,0,0,14,4,2,3,2,1,2,,0
59.166.0.7,11483,149.171.126.9,41073,tcp,FIN,0.049769,3806,51808,31,29,7,26,-,602302.625,8201732,64,66,255,255,4154007710,2008983627,59,785,0,0,47.553871,47.105518,1421927461,1421927461,0.784921,0.756708,0.000713,0.000573,0.00014,0,0,0,0,0,4,2,1,2,1,1,1,,0
59.166.0.7,40615,149.171.126.5,38693,tcp,FIN,0.021949,2662,23162,31,29,7,14,-,947286.875,8241286.5,42,42,255,255,2008624285,2038906204,63,551,0,0,34.355014,0.929241,1421927461,1421927461,0.526902,0.521366,0.000749,0.00057,0.000179,0,0,0,0,0,4,16,3,2,1,1,1,,0
59.166.0.2,41067,149.171.126.7,25,tcp,FIN,8.686944,37358,3276,31,29,18,8,smtp,33742.58984,2942.34668,52,40,255,255,1778558608,3481392145,718,82,0,0,16890.84901,569,1421927452,1421927461,170.325253,222.727516,0.000781,0.000567,0.000214,0,0,0,0,0,2,1,2,6,1,1,2,,0
59.166.0.9,62993,149.171.126.4,6881,tcp,FIN,0.731915,1540,1644,31,29,4,4,-,15783.25391,16974.64844,16,18,255,255,4218209517,2141518406,96,91,0,0,2899.875393,90.674891,1421927461,1421927462,48.768532,43.022531,0.000914,0.00053,0.000384,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.4,44716,149.171.126.1,53,udp,CON,0.001282,132,164,31,29,0,0,dns,411856.4688,511700.4688,2,2,0,0,0,0,66,82,0,0,0,0,1421927462,1421927462,0.01,0.004,0,0,0,0,0,0,0,0,2,4,16,11,1,1,1,,0
59.166.0.8,47735,149.171.126.2,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927462,1421927462,0.011,0.008,0,0,0,0,0,0,0,0,2,2,4,3,1,1,1,,0
59.166.0.9,45302,149.171.126.1,53,udp,CON,0.001023,130,162,31,29,0,0,dns,508308.9063,633431.0625,2,2,0,0,0,0,65,81,0,0,0,0,1421927462,1421927462,0.01,0.001,0,0,0,0,0,0,0,0,2,4,16,7,1,1,1,,0
59.166.0.1,38173,149.171.126.5,22,tcp,FIN,19.181173,9504,12402,31,29,26,31,ssh,3927.184082,5128.361816,108,116,255,255,3851426881,1706372082,88,107,0,0,16297.69745,15717.70068,1421927442,1421927462,179.260192,166.78746,0.000744,0.000609,0.000135,0,0,0,0,0,1,1,15,2,1,1,1,,0
59.166.0.8,9582,149.171.126.8,22,tcp,FIN,8.668071,9400,12298,31,29,26,31,ssh,8594.299805,11251.4082,106,114,255,255,1863588146,4013454561,89,108,0,0,5765.194262,5555.460351,1421927453,1421927462,82.549968,76.69832,0.001303,0.001151,0.000152,0,0,0,0,0,1,1,4,3,1,1,2,,0
59.166.0.4,3594,149.171.126.6,6577,tcp,FIN,0.941994,424,8824,31,29,1,4,ftp-data,3150.763184,68696.82813,8,12,255,255,2330593411,1963067051,53,735,0,0,11241.98522,8962.307194,1421927461,1421927462,134.524576,85.588638,0.000672,0.000515,0.000157,0,0,0,0,0,1,2,4,11,1,1,1,,0
59.166.0.4,56038,149.171.126.5,6881,tcp,FIN,0.807505,1540,1644,31,29,4,4,-,14305.79395,15385.66309,16,18,255,255,161145288,2363189286,96,91,0,0,3662.317746,82.093867,1421927461,1421927462,53.800068,47.469469,0.000941,0.000513,0.000428,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.5,23322,149.171.126.1,6881,tcp,FIN,0.560092,1540,1644,31,29,4,4,-,20625.18359,22182.07031,16,18,255,255,41145831,120037974,96,91,0,0,2303.081501,61.787707,1421927461,1421927462,37.3074,32.913766,0.000922,0.000555,0.000367,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.5,63250,149.171.126.1,6881,tcp,FIN,0.496961,1540,1644,31,29,4,4,-,23245.28516,24999.94922,16,18,255,255,41141662,2269607292,96,91,0,0,2099.771903,51.969711,1421927461,1421927462,33.108666,29.202824,0.000911,0.000509,0.000402,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.7,37942,149.171.126.6,32607,tcp,FIN,0.05992,4550,72810,31,29,7,33,-,599732.9375,9599466,78,80,255,255,881138356,3031032660,58,910,0,0,43.46271,43.70946,1421927462,1421927462,0.773896,0.750494,0.000783,0.000621,0.000162,0,0,0,0,0,4,4,4,3,1,1,1,,0
59.166.0.4,59406,149.171.126.0,22,tcp,FIN,4.320897,5928,8114,31,29,14,17,ssh,10799.60938,14772.8584,62,60,255,255,2298202186,2295215775,96,135,0,0,5003.039493,0,1421927458,1421927462,70.834375,73.197136,0.002269,0.002127,0.000142,0,0,0,0,0,1,1,2,11,1,1,1,,0
59.166.0.6,9454,149.171.126.3,22,tcp,FIN,10.89171,9712,12298,31,29,26,31,ssh,7070.331055,8954.333008,112,114,255,255,2868975515,2869272489,87,108,0,0,9504.830055,9417.926758,1421927451,1421927462,98.120525,96.382236,0.00063,0.000506,0.000124,0,0,0,0,0,1,2,5,3,1,1,1,,0
59.166.0.0,25113,149.171.126.1,6881,tcp,FIN,0.572531,1540,1644,31,29,4,4,-,20177.07422,21700.13477,16,18,255,255,2366528660,2441794382,96,91,0,0,2529.574067,67.386711,1421927461,1421927462,38.147399,33.651117,0.000586,0.000456,0.00013,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.5,20005,149.171.126.1,6881,tcp,FIN,0.695911,2198,34406,31,29,5,15,-,24370.93359,386106.8438,28,42,255,255,41142501,2225421939,79,819,0,0,1770.479356,1525.934527,1421927461,1421927462,25.761407,16.961219,0.000631,0.000497,0.000134,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.9,64554,149.171.126.4,6881,tcp,FIN,0.727812,1540,1644,31,29,4,4,-,15872.23047,17070.3418,16,18,255,255,2068630256,2167627299,96,91,0,0,2902.808848,77.256828,1421927461,1421927462,48.496799,42.746117,0.001253,0.001127,0.000126,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.4,27169,149.171.126.9,5190,tcp,FIN,0.136319,1920,4312,31,29,6,6,-,107571.2109,242548.7344,22,24,255,255,2490719533,341443402,87,180,0,0,449.637126,429.679688,1421927462,1421927462,6.474429,5.900261,0.000763,0.000603,0.00016,0,0,0,0,0,9,2,2,11,1,1,1,,0
59.166.0.5,29724,149.171.126.8,80,tcp,FIN,0.060231,1052,824,31,29,2,2,http,122329.0313,98553.89844,8,10,255,255,2546527754,418223879,132,82,1,83,526.386637,13.404618,1421927462,1421927462,8.553714,6.631444,0.000682,0.000546,0.000136,0,0,1,0,0,1,1,4,13,1,1,1,,0
59.166.0.5,51860,149.171.126.5,111,udp,CON,0.00462,568,312,31,29,0,0,-,737662.375,405194.8125,4,4,0,0,0,0,142,78,0,0,1.692817,1.450985,1421927462,1421927462,1.204,1.032,0,0,0,0,0,0,0,0,14,16,15,13,1,1,3,,0
59.166.0.5,52237,149.171.126.5,31596,tcp,FIN,0.006654,4136,2456,31,29,7,7,-,4697325,2789299.75,18,18,255,255,2606529126,464361578,230,136,0,0,18.980988,0.485526,1421927462,1421927462,0.370647,0.362412,0.000612,0.000487,0.000125,0,0,0,0,0,14,16,15,13,1,1,3,,0
59.166.0.6,2615,149.171.126.0,80,tcp,FIN,0.032198,1052,824,31,29,2,2,http,228834.0781,184359.2656,8,10,255,255,581141534,585131071,132,82,1,83,278.171171,6.518022,1421927462,1421927462,4.544714,3.514556,0.000696,0.000566,0.00013,0,0,1,0,0,1,1,2,3,1,1,1,,0
59.166.0.3,31464,149.171.126.3,25,tcp,FIN,1.976729,37230,3380,31,29,18,8,smtp,147779.4844,13355.39648,52,42,255,255,3678205161,3696660998,716,80,0,0,3552.370468,116.927461,1421927460,1421927462,38.751764,48.193609,0.000926,0.000788,0.000138,0,0,0,0,0,2,2,5,2,1,1,1,,0
59.166.0.7,40685,149.171.126.4,22,tcp,FIN,32.60244,9608,12298,31,29,26,31,ssh,2336.266846,2991.432617,110,114,255,255,468493825,468820282,87,108,0,0,45496.88092,44685.30013,1421927430,1421927462,299.101824,288.511472,0.000783,0.000627,0.000156,0,0,0,0,0,1,1,9,3,1,1,1,,0
59.166.0.8,39939,149.171.126.8,143,tcp,FIN,2.719978,7816,15132,31,29,30,32,-,22800.18359,44153.29688,122,126,255,255,868624873,3057591338,64,120,0,0,1503.030263,1480.629911,1421927459,1421927462,22.476107,21.755425,0.000684,0.000546,0.000138,0,0,0,0,0,1,6,4,3,1,1,2,,0
59.166.0.5,10200,149.171.126.6,6881,tcp,FIN,1.029948,2198,34406,31,29,5,15,-,16466.85156,260883.0781,28,42,255,255,1828627090,4014455243,79,819,0,0,2547.53942,2349.320254,1421927460,1421927462,38.134483,25.108414,0.000633,0.000501,0.000132,0,0,0,0,0,14,4,4,13,7,1,1,,0
59.166.0.0,29112,149.171.126.1,6881,tcp,FIN,0.663913,1540,1644,31,29,4,4,-,17399.86914,18713.29492,16,18,255,255,221146189,294016256,96,91,0,0,2808.786933,69.923281,1421927461,1421927462,44.238534,39.023648,0.000636,0.000501,0.000135,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.0,55597,149.171.126.1,6881,tcp,FIN,0.880612,2302,34406,31,29,5,15,-,20222.29883,305124.1563,30,42,255,255,221143031,2383837236,77,819,0,0,2009.876114,1772.73989,1421927461,1421927462,30.354725,21.465415,0.000705,0.000527,0.000178,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.2,1334,149.171.126.5,6881,tcp,FIN,0.539913,1540,1644,31,29,4,4,-,21396.03906,23011.11523,16,18,255,255,2128627696,2184723548,96,91,0,0,2189.353235,61.321883,1421927461,1421927462,35.972201,31.694471,0.001262,0.001101,0.000161,0,0,0,0,0,9,16,15,8,5,1,5,,0
59.166.0.4,27142,149.171.126.5,6881,tcp,FIN,0.799864,1540,1644,31,29,4,4,-,14442.45508,15532.64063,16,18,255,255,161146060,225650826,96,91,0,0,3439.402762,83.10793,1421927461,1421927462,53.301868,47.017766,0.000707,0.000552,0.000155,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.4,61409,149.171.126.5,6881,tcp,FIN,0.783976,1540,1644,31,29,4,4,-,14735.14453,15847.42383,16,18,255,255,161144469,2356923023,96,91,0,0,3553.446638,85.365664,1421927461,1421927462,52.242,46.051293,0.001273,0.001103,0.00017,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.9,1308,149.171.126.4,6881,tcp,FIN,0.722556,1540,1644,31,29,4,4,-,15987.68848,17194.51563,16,18,255,255,2068629486,1205105,96,91,0,0,2986.114421,82.818602,1421927461,1421927462,48.148332,42.439352,0.001292,0.001085,0.000207,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.9,63518,149.171.126.4,6881,tcp,FIN,0.979826,2302,34406,31,29,5,15,-,18174.65625,274228.2813,30,42,255,255,2068627185,2130993765,77,819,0,0,2333.453218,1854.208784,1421927461,1421927462,33.775036,23.884756,0.000684,0.000548,0.000136,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.0,26678,149.171.126.1,6881,tcp,FIN,0.692844,1540,1644,31,29,4,4,-,16673.30664,17931.88672,16,18,255,255,2366530318,2393225606,96,91,0,0,2806.183185,79.624773,1421927461,1421927462,46.167534,40.724883,0.000667,0.00051,0.000157,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.2,19036,149.171.126.6,54547,tcp,FIN,1.551422,8928,320,31,29,4,1,ftp-data,42753.03516,1376.801392,14,6,255,255,796116218,1936569104,638,53,0,0,11593.12539,504.157344,1421927461,1421927462,119.340155,310.158594,0.000623,0.000497,0.000126,0,0,0,0,0,1,2,4,8,1,1,1,,0
59.166.0.4,24006,149.171.126.5,6881,tcp,FIN,0.944407,2302,34406,31,29,5,15,-,18856.27734,284512.9375,30,42,255,255,2310723713,197152954,77,819,0,0,2530.856894,1865.771506,1421927461,1421927462,32.553378,23.59785,0.00061,0.000489,0.000121,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.5,60213,149.171.126.1,6881,tcp,FIN,0.584996,1540,1644,31,29,4,4,-,19747.14453,21237.75195,16,18,255,255,2186531310,96641713,96,91,0,0,2252.686541,65.807031,1421927461,1421927462,38.972999,34.376234,0.000724,0.000597,0.000127,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.0,28290,149.171.126.1,6881,tcp,FIN,0.629904,1540,1644,31,29,4,4,-,18339.30273,19723.64063,16,18,255,255,2366531937,2440618760,96,91,0,0,2517.683828,62.694582,1421927461,1421927462,41.971801,37.020352,0.001056,0.000557,0.000499,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.2,59436,149.171.126.5,6881,tcp,FIN,0.630811,1540,1644,31,29,4,4,-,18312.93359,19695.28125,16,18,255,255,4274015979,44413097,96,91,0,0,2442.234808,66.756508,1421927461,1421927462,42.030467,37.075941,0.000651,0.000518,0.000133,0,0,0,0,0,9,16,15,8,5,1,5,,0
59.166.0.2,63026,149.171.126.5,6881,tcp,FIN,0.55035,1540,1644,31,29,4,4,-,20990.2793,22574.72461,16,18,255,255,2128626955,18943917,96,91,0,0,2302.002758,59.655391,1421927461,1421927462,36.655867,32.247,0.002313,0.002149,0.000164,0,0,0,0,0,9,16,15,8,5,1,5,,0
59.166.0.2,64634,149.171.126.5,6881,tcp,FIN,0.577786,1540,1644,31,29,4,4,-,19993.56055,21502.76953,16,18,255,255,4274015060,2188638239,96,91,0,0,2244.701245,61.068828,1421927461,1421927462,38.496935,33.947352,0.000821,0.00068,0.000141,0,0,0,0,0,9,16,15,8,5,1,5,,0
59.166.0.4,23202,149.171.126.5,6881,tcp,FIN,0.642318,1540,1644,31,29,4,4,-,17984.86133,19342.44336,16,18,255,255,2310722828,2378806464,96,91,0,0,3190.704099,58.662637,1421927461,1421927462,42.797268,37.752941,0.000639,0.000517,0.000122,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.4,24767,149.171.126.5,6881,tcp,FIN,0.763937,1540,1644,31,29,4,4,-,15121.66602,16263.12109,16,18,255,255,2310724502,2355383470,96,91,0,0,3810.207231,84.701289,1421927461,1421927462,50.905602,44.908766,0.000629,0.000487,0.000142,0,0,0,0,0,9,16,15,11,6,1,6,,0
59.166.0.2,53569,149.171.126.8,53,udp,CON,0.001016,146,178,31,29,0,0,dns,574803.125,700787.375,2,2,0,0,0,0,73,89,0,0,0,0,1421927462,1421927462,0.011,0.009,0,0,0,0,0,0,0,0,3,1,4,8,1,1,1,,0
59.166.0.5,64787,149.171.126.1,6881,tcp,FIN,0.585968,1540,1644,31,29,4,4,-,19714.38672,21202.52148,16,18,255,255,41143276,2229408714,96,91,0,0,2435.114589,66.210234,1421927461,1421927462,39.039735,34.434824,0.000734,0.000574,0.00016,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.9,16589,149.171.126.4,6881,tcp,FIN,0.630794,1540,1644,31,29,4,4,-,18313.42773,19695.8125,16,18,255,255,4218207045,39058808,96,91,0,0,3043.043466,69.373953,1421927461,1421927462,42.029666,37.064117,0.000892,0.000694,0.000198,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.9,18183,149.171.126.4,6881,tcp,FIN,0.730986,1540,1644,31,29,4,4,-,15803.3125,16996.2207,16,18,255,255,2068627921,2140289465,96,91,0,0,3131.490867,87.873773,1421927461,1421927462,48.707668,42.96959,0.000624,0.000501,0.000123,0,0,0,0,0,7,6,9,7,6,1,6,,0
59.166.0.4,41330,149.171.126.2,80,tcp,FIN,0.032001,1052,824,31,29,2,2,http,230242.8125,185494.2031,8,10,255,255,2850727712,729890700,132,82,1,83,267.312376,6.822263,1421927462,1421927462,4.511572,3.495444,0.000688,0.000538,0.00015,0,0,1,0,0,1,1,4,11,1,1,1,,0
59.166.0.5,31780,149.171.126.5,56029,udp,CON,0.001645,528,304,31,29,0,0,-,1925835.875,1108814.625,4,4,0,0,0,0,132,76,0,0,0.59185,0.287556,1421927462,1421927462,0.424,0.206333,0,0,0,0,0,0,0,0,14,16,15,13,1,1,3,,0
59.166.0.6,33755,149.171.126.9,53,udp,CON,0.00097,132,164,31,29,0,0,dns,544329.875,676288.6875,2,2,0,0,0,0,66,82,0,0,0,0,1421927462,1421927462,0.007,0.006,0,0,0,0,0,0,0,0,1,1,2,3,1,1,1,,0
59.166.0.7,12069,149.171.126.1,39533,tcp,FIN,0.014938,2438,18508,31,29,7,13,-,1271388.375,9664480,38,40,255,255,3030722760,917446745,64,463,0,0,0,26.325384,1421927462,1421927462,0.405194,0.368359,0.000719,0.000568,0.000151,0,0,0,0,0,4,13,16,3,1,1,1,,0
59.166.0.5,15430,149.171.126.3,22,tcp,FIN,4.350987,5928,8114,31,29,14,17,ssh,10724.92285,14670.69434,62,60,255,255,2056106066,2056711879,96,135,0,0,4425.459658,4494.494857,1421927457,1421927462,71.327655,73.722833,0.001354,0.001191,0.000163,0,0,0,0,0,1,2,5,13,1,1,1,,0
59.166.0.3,48723,149.171.126.2,21,tcp,FIN,3.434682,2934,3742,31,29,11,15,ftp,6703.38623,8555.085938,52,54,255,255,2594016228,455562758,56,69,0,0,4267.510065,149.680672,1421927458,1421927462,67.336904,64.794945,0.000729,0.000546,0.000183,0,0,0,0,0,1,1,4,2,1,1,1,,0
59.166.0.0,61889,149.171.126.4,21,tcp,FIN,24.720535,2934,3740,31,29,11,15,ftp,931.371399,1188.000122,52,54,255,255,3123107736,974630788,56,69,0,0,42987.84899,1510.629125,1421927438,1421927462,484.709635,466.415313,0.000677,0.000523,0.000154,0,0,0,0,0,1,1,9,9,1,1,1,,0
59.166.0.0,27460,149.171.126.1,6881,tcp,FIN,0.664931,1540,1644,31,29,4,4,-,17373.23047,18684.64453,16,18,255,255,221144558,2414807382,96,91,0,0,2576.28465,78.838633,1421927461,1421927462,44.304602,39.082707,0.000654,0.000524,0.00013,0,0,0,0,0,11,13,16,9,6,1,7,,0
59.166.0.2,18223,149.171.126.5,6881,tcp,FIN,0.907353,2302,34406,31,29,5,15,-,19626.32031,296131.7188,30,42,255,255,4274012648,6341412,77,819,0,0,1899.236986,1717.303989,1421927461,1421927462,31.275621,22.11483,0.001493,0.000641,0.000852,0,0,0,0,0,9,16,15,8,5,1,5,,0
